,Date,Tweets
970,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
971,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
972,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
973,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
974,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
975,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
976,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
977,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
978,2020-05-13,"@elonmusk @tesla #tsla $tsla
1 YEAR CHART
#beautiful 

#investing #innovation #science #technology #cleanenergy #love #safety #compassion #future #utopia #ForwardTogether #StockMarket https://t.co/g8c693oUUN"
979,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
980,2020-05-13,"Your twitter profile says you’re working to protect the rights of all Californians, @AGBecerra. But in reality you do not protect the rights of the producers that create the things we need to live. #tsla"
981,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
982,2020-05-13,"Hey @AGBecerra if you try to arrest @elonmusk you’ll need to arrest me, too. #tsla"
983,2020-05-13,RT @El_w_: Really pushing #TSLA out of CA. #2020 #politics ⁦@elonmusk⁩ https://t.co/Ek0l8mpYrU
984,2020-05-13,RT @EthanChase2184: [LIVE] Stock Market Day Trading -- How to Make $150 in One Day https://t.co/FkHsB4w75W via @YouTube @WarriorTrading @me…
985,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
986,2020-05-13,[LIVE] Stock Market Day Trading -- How to Make $150 in One Day https://t.co/FkHsB4w75W via @YouTube @WarriorTrading @meirbarak @GarageDayTrader #livestockmarketdaytrading #stockmarketdaytrading #daytrading #stockmarket #livedaytrading #roku #tsla #tesla #gild #gilead
987,2020-05-13,RT @TrendSpider: $TSLA #TSLA Prime time to be using @alphatrends anchored VWAP for levels of interest below as the market seems to be rolli…
988,2020-05-13,"$TSLA #TSLA Prime time to be using @alphatrends anchored VWAP for levels of interest below as the market seems to be rolling over.

https://t.co/p6cSclLGU6"
989,2020-05-13,"The #StockMarket $ES_f formed #bearish H&amp;S

$ZN_f 10 year treasury note is forming #bullish /continuation H&amp;S. 

$YM_f #dowjones #SPY #oil #gas $spx $rut $comp $mu #bearish $BA $MSFT $GS $GLD $BAC $AAL $GC_f $DAL $DIA $AMZN #Futures #options #TSLA $NFLX #AAPL #googl https://t.co/BbwMTaium1"
990,2020-05-13,"Trade chat from today, entries and exits on $ETSY, $TSLA #TSLA #ETSY by both myself and our other experienced trader. https://t.co/OgCpbKtzJP"
991,2020-05-13,Really pushing #TSLA out of CA. #2020 #politics ⁦@elonmusk⁩ https://t.co/Ek0l8mpYrU
992,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
993,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
994,2020-05-13,@GhostTradr Today is the shorting day. #AMZN #TSLA #etc
995,2020-05-13,1 hour charts for the Group 3 instruments are available for members viewing.. https://t.co/x2kmaKA6Ui #ElliottWave #Stocks #ETF's #AAPL #FB #AMZN #T #XOM #XLK #BTC #XLP #XLF #GDX  #BAC #TSLA #BABA #GOOGL #GE #NFLX #FCX #XME #XLY #trading https://t.co/fDjFhccOAy
996,2020-05-13,The Group 3 Live Analysis / #Trading Room video recording is available for members https://t.co/x2kmaKA6Ui #ElliottWave #Stocks #ETF's #AAPL #FB #AMZN #T #XOM #XLK #BTC #XLP #XLF #GDX #BAC #TSLA #BABA #GOOGL #GE #NFLX #NKE #FCX #VOX #XME
997,2020-05-13,"#NZDJPY all targets hit with 127pips  🚁🏎🔥🔥  1176USD profit came in from this trade 

Closing soon  join now: https://t.co/di5J0eF6GF

#EURJPY #XAUUSD #USDCAD #BITCOIN #TSLA #USDJPY #NFLX #fx #USDCHF #AMZN #AUDUSD #EURUSD #Forex #GBPUSD #USOIL 836654895 https://t.co/r6M9ZErLjm"
998,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
999,2020-05-13,"RT @Meghan_903: #NZDJPY all targets hit with 127pips  🚁🏎🔥🔥  1176USD profit came in from this trade 

Closing soon  join now: https://t.co/S…"
1000,2020-05-13,"Bought some more Tesla shares during the dip for $769 and $775. My cost basis is now over $400/share. Lond term play with @ValueAnalyst1 , #tsla #holduntil10k https://t.co/6RuF3bXTk5"
1001,2020-05-13,"#NZDJPY all targets hit with 127pips  🚁🏎🔥🔥  1176USD profit came in from this trade 

Closing soon  join now: https://t.co/SngX5csOmY

#USDCHF #AUDUSD #BITCOIN #Forex #TSLA #USDCAD #EURJPY #USDJPY #GBPUSD #EURUSD #fx #XAUUSD #USOIL #NFLX #AMZN 507217119 https://t.co/40EfEkQLp2"
1002,2020-05-13,"Tesla Inc is now $778.73 (-3.79%) 🔴
#TSLA #TSLAQ #Tesla #TeslaMotors #NASDAQ #EV #Automotive"
1003,2020-05-13,"@FredericLambert @ElectrekCo @elonmusk ❗❗❗❗THANK YOU ❗❗❗❗

I've seen this happening and I was here way before this new group of Tesla ""fans"". This is something else. #TSLA 

They remind me of extremists, haters who love fighting with others. Mini Hitlers 😅😣😡

BIG NO TO THAT! 

@elonmusk MY LOVE !!? 💌🖋️📖"
1004,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1005,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1006,2020-05-13,#tradingiseasy #TSLA oops 🤷‍♂️ https://t.co/TpPIsJwpod
1007,2020-05-13,20D target reached - #TSLA chart https://t.co/TU2QvQP4WH
1008,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1009,2020-05-13,"+$234 in 30 minutes | Trade VLog | [Day Trading] https://t.co/Z6QAIXlZsG

#DayTrading #Daytrader #OptionsScalping #investing #TSLA"
1010,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1011,2020-05-13,"$tsla #tsla #tesla

The move up from the lows on 18th March can either be counted as an ABC or 123. Both are valid counts at the moment.

Either way, I've entered a short initially targeting $673. https://t.co/PQE5aKJbSs"
1012,2020-05-13,"Okay. #Tesla  fans. Question. 

Who takes second place in the EV race? 

(Cant write more than 4 examples) #ev #tsla"
1013,2020-05-13,Violating trend and breaking support - #TSLA chart https://t.co/6xZgIBJeej
1014,2020-05-13,"Added:
STO 5/15 $TSLA #TSLA -725p 2.16"
1015,2020-05-13,#TSLA  stock goes up on bad news and goes down on good news. 🤔
1016,2020-05-13,"#NZDJPY all targets hit with 127pips  🚁🏎🔥🔥  1176USD profit came in from this trade 

I know you will miss out : https://t.co/Ep2DRY0rSF

#AUDUSD #NFLX #CRYPTO #FB #BITCOIN #EURJPY #EURCHF #USDCHF #XAGUSD #AMZN #USDJPY #XAUSUD #TSLA #AAPL #USDCAD 508329254 https://t.co/UaswJhRMV9"
1017,2020-05-13,@montana_skeptic @SEC_Enforcement @Danstringer74 Not a professional investor but #tsla has not smelled right to me for a long time. Daily volume and price moves just don’t feel right.
1018,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1019,2020-05-13,@jonfortt @carlquintanilla Carl jonas bullish price is $1200 on #tsla. 🙂
1020,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1021,2020-05-13,"@elonmusk come to #NorthDakota, hardest working state in the nation and open for business! #TSLA"
1022,2020-05-13,"@SJosephBurns @WyckoffAnalysis @TrendSpider @AmitabhJha3 

#TSLA AT- $804.74  

CAN SEEE FALL UPTO------790"
1023,2020-05-13,"#NZDJPY all targets hit with 127pips  🚁🏎🔥🔥  1176USD profit came in from this trade 

Best signals channel ever : https://t.co/Y0PFdV5eQf

$BTC #USDCAD #forextrading #USDCHF #BITCOIN $BTC #NFLX #USDJPY #stocks #AMZN #AUDUSD #EURJPY #forexsignal #TSLA $ETH 589750391 https://t.co/AVkylCJ8Vc"
1024,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1025,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1026,2020-05-13,#peratio #TSLA A Look Into Tesla's Price Over Earnings https://t.co/X3uUyys2MC
1027,2020-05-13,"#NZDJPY all targets hit with 127pips  🚁🏎🔥🔥  1176USD profit came in from this trade 

dont miss out on signals : https://t.co/HPvhQtxiBN

#Forex #TSLA #AMZN #USDJPY #USDCHF #EURUSD #GBPUSD #XAUUSD #USDCAD #NFLX #USOIL #fx #EURJPY #AUDUSD #BITCOIN 188185123 https://t.co/PvSa5ipg1H"
1028,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1029,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1030,2020-05-13,"Fraud will be fraud 

#Musk #TSLA https://t.co/BMLSQiBz8H"
1031,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1032,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1033,2020-05-13,"$TSLA is in squeeze mode right now. 🚀🙏
#Options #Optionstrading #TSLA"
1034,2020-05-13,"RT @ValueVenture_: Elon means business!
https://t.co/MLtNepRI0z
#tesla #TSLA #StockMarket"
1035,2020-05-13,"New Video our on the channel #VTIQ #NKLA #TSLA #VectoIQ ✊🏽💯

https://t.co/2ZxBgRDSiv"
1036,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1037,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1038,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1039,2020-05-13,"#Tesla caught in the net of retracement at 38.2%. While this appears to be a strong support level, breaking it will not be of good augur for #TSLA, dragging it lower.

Open an account with us to explore the opportunity!
👉https://t.co/z1uFB4nOie
Trading is risky. https://t.co/PZiWmyKNBy"
1040,2020-05-13,"#tesla #dbz #complete #cell #meme #tsla @elonmusk @thirdrowtesla

When your Tesla arrives: https://t.co/NjdsI0CpCK"
1041,2020-05-13,"RT @HussyOsman: #mtro has been one of the great value destructions. Shorters, aided by journos who lack integrity, have won the battle. Wha…"
1042,2020-05-13,Summer shoes and fresh TÜV! 🍾 #TSLA next season! Thanks @elonmusk for fighting every day! #SpaceX #Tesla #Ludicrous https://t.co/quZ1MJjoWU
1043,2020-05-13,"#mtro has been one of the great value destructions. Shorters, aided by journos who lack integrity, have won the battle. What disappoints is the total lack of spunk from the long side. Reason shorts, including @odeyview, got killed by Tesla is #tsla were always on the offensive https://t.co/9hwlsjC3ql"
1044,2020-05-13,"Ok. Tesla memes i just made. Incoming. 
🚀🚀🚀

#tesla #tsla #cleanenergy #ev #elonmusk @elonmusk @flcnhvy @thirdrowtesla @Tesla https://t.co/uAUdLOfT3g"
1045,2020-05-13,"Mitsubishi UFJ Securities Holdings Co., Ltd. Buys  #IVZ, #LYFT, #RSG, Sells #AAPL #MSFT #TSLA"
1046,2020-05-13,@elonmusk #tsla partnership with $Sunrun to install powerwall will not install for existing $Sunrun customers. 🙂
1047,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1048,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1049,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1050,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1051,2020-05-13,"2/2 He has all the right to be upset &amp; to move out of Cali &amp; he should at earliest opportunity, as by now it's obvious that politicians in Cali are corrupt &amp; failed to protect businesses, jobs, innovation! U don't treat this way one of world's greatest innovators! $tsla #tsla"
1052,2020-05-13,"1/2 In retrospective, now I understand better why @elonmusk took to twitter to express his feeling with Free America! He felt suffocated that some MF did not allow @tesla to open, while all other factories in US and elsewhere were allowed to open!Corruption! $tsla #tsla #tesla"
1053,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1054,2020-05-13,"Clickbait media wanted an arrest, fireworks, maybe another tantrum, something, anything dramatic...but all they got was a site-specific Fremont COVID-19 Prevention And Control Plan. #TSLA"
1055,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1056,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1057,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1058,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1059,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1060,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1061,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1062,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1063,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1064,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1065,2020-05-13,"Since 2014 most of Teslas #Patents are #opensource to accellerate the transition to #substainable #energy

#model3 #modely #modelx #models #elonmusk
#cybertruck #grimes #gigafactory #Deutschland #gigafactory #tsla… https://t.co/bYHLXNZVOE"
1066,2020-05-13,#TSLA - Bearish Alternate Bat - TradingView - https://t.co/1Zy3uuTPbt
1067,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1068,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1069,2020-05-13,"Going long in $GBPAUD 
Time frame 30M 💰.
#GBPAUD $FX #FX $DOW #DOW $DIA #DIA $NYSE #NYSE $Nasdaq #Nasdaq $EPR #EPR $MAIN #MAIN $OXLC #OXLC $APPL #APPL $AMZN #AMZN $TSLA #TSLA $BA #BA $UAL #UAL $DAL #DAL"
1070,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1071,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1072,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1073,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1074,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1075,2020-05-13,#TESLA Is About To Give Confirmation Signal - #TSLA chart https://t.co/tyW0NZrh3Z
1076,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1077,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1078,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1079,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1080,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1081,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1082,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1083,2020-05-13,@SZ #tsla is immune to #COVIDー19! https://t.co/zTzaBRkKdI
1084,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1085,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1086,2020-05-13,"@GerberKawasaki A reminder for anyone buying a Tesla: If you don't have a referral code, or don't know whose to use, you can get one from here: https://t.co/VN2SACZ2Ag

#tsla $tsla #model3 #modely"
1087,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1088,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1089,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1090,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1091,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1092,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1093,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1094,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1095,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1096,2020-05-13,https://t.co/ZbHVDSwpPQ Dispute over reopening California Tesla factory may be over $TSLA #TSLA #Productionfacilities #Corporatenews #Productionfacilityoutages
1097,2020-05-13,Dispute over reopening California Tesla factory may be over $TSLA #TSLA #Productionfacilities #Corporatenews #Productionfacilityoutages https://t.co/aqIyz7W96F
1098,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1099,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1100,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1101,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1102,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1103,2020-05-13,"#TSLA $TSLA Tesla 

Strong Rejection at the upper band, looking for a pull back to the support zone, once the expanding wedge breaks. https://t.co/ax6Z8nvpxB"
1104,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1105,2020-05-13,https://t.co/eJfAmQCoCU The Latest: S.Korea: Rules stay relaxed despite virus spike $TSLA #TSLA #Health #Islam #Religion
1106,2020-05-13,The Latest: S.Korea: Rules stay relaxed despite virus spike $TSLA #TSLA #Health #Islam #Religion https://t.co/8NjoZGm2aE
1107,2020-05-13,"@FredericLambert @Sofiaan @Kristennetten @tesla_truth @vincent13031925 @Gfilche @flcnhvy @thirdrowtesla I'm certain none of you will miss me when I block you, but I sure as shit won't miss your collective pettiness when I do #hesaidshesaid #tsla"
1108,2020-05-13,"@thirdrowtesla @jimcramer @Gfilche @elonmusk We're all in this together; #TSLA's fight is our fight too!

#NIO $NIO https://t.co/X7p0jZ75kK"
1109,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1110,2020-05-13,"@ex_Tesla For the record, I don’t want #tsla to fail. Too many decent people have their lives tied to it there and up the supply chain. I do want new management and the Musk Crime Family in a Chinese labour camp."
1111,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1112,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1113,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1114,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1115,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1116,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1117,2020-05-13,@DeadSeaProd #tsla has Gov. Newsom's green light it is Alameda County that is deranged.
1118,2020-05-13,"#VTIQ is a decent speculative play they say. 
I wish #TSLA had competition sometimes.. #NIO #NKLA"
1119,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1120,2020-05-13,"#AUDUSD gave huge massive 1900USD gains! 190 pips profit from this signal

Best signals channel ever : https://t.co/dszHilxSmH

#USDJPY #EURUSD #Forex #fx #NFLX #AUDUSD #GBPUSD #XAUUSD #EURJPY #AMZN #TSLA #BITCOIN #USOIL #USDCHF #USDCAD 477031512 https://t.co/GNecbbCM5z"
1121,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1122,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1123,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1124,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1125,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1126,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1127,2020-05-13,"#AUDUSD gave huge massive 1900USD gains! 190 pips profit from this signal

dont miss out on signals : https://t.co/tAIQSL7oLd

#AMZN #USDJPY #stocks $BTC $BTC #AUDUSD #NFLX #BITCOIN #TSLA $ETH #forexsignal #USDCHF #USDCAD #forextrading #EURJPY 589498851 https://t.co/4Dl1p4cyWV"
1128,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1129,2020-05-13,"RT @sashatoronto: Very interesting interview from Bob Lutz on the future of automotive #TSLA #Ford #GM #BMW #Daimler 

https://t.co/nEjwdFA…"
1130,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1131,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1132,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1133,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1134,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1135,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1136,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1137,2020-05-13,"#AUDUSD gave huge massive 1900USD gains! 190 pips profit from this signal

hurry get Free signals : https://t.co/bsKKLVSxHo

#NFLX #AMZN #EURCHF #BITCOIN #TSLA #USDCHF #FB #AUDUSD #USDCAD #XAGUSD #CRYPTO #USDJPY #AAPL #EURJPY #XAUSUD 556739762 https://t.co/WAnRTBwgWa"
1138,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1139,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1140,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1141,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1142,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1143,2020-05-13,https://t.co/e5UWEwc9jp The Latest: Mexico issues guidelines on reopening businesses $TSLA #TSLA #Health #Stategovernments #Municipalgovernments
1144,2020-05-13,The Latest: Mexico issues guidelines on reopening businesses $TSLA #TSLA #Health #Stategovernments #Municipalgovernments https://t.co/QCawoNkaNA
1145,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1146,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1147,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1148,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1149,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
1150,2020-05-13,RT @RosilesEddie: HUGE THANK YOU @elonmusk for the full accommodation and ensuring that social distancing is not only implemented in manufa…
